Track name,Artist name,Album,Playlist name,Type,ISRC
Gul,Anuv Jain,Gul,Indi,Playlist,TCAFQ2183637
Dil de Bol,Toshi,Dil de Bol,Indi,Playlist,QZFZ52196377
Tujse Door Jo Hota Hun,Gajendra Verma,Tujse Door Jo Hota Hun,Indi,Playlist,INS921313606
Tu Jae Jahan,Osho Jain,Tu Jae Jahan,Indi,Playlist,INUM72300501
Aaja,Shubham Kabra,Aaja,Indi,Playlist,USHM82309827
Ki Tum Ho,Chaar Hazaari,Ki Tum Ho,Indi,Playlist,FRX202027619
Dilnawaz,The Local Train,Vaaqif,Indi,Playlist,INO131603083
Yeh Jism,Ali Azmat,Jism 2,Indi,Playlist,INS181202151
Kabootar,Arham Fulfagar,Kabootar,Indi,Playlist,FR10S2300473
Mehroom,Raman Negi,Shakhsiyat,Indi,Playlist,INO132200353
Nahin Milta,Bayaan,4 Saal,Indi,Playlist,QZDA51946252
Khalasi | Coke Studio Bharat,Aditya Gadhvi,Khalasi | Coke Studio Bharat,Indi,Playlist,INUM72300746
Jogi,Swastik The Band,Avasa,Indi,Playlist,INO131603545
Khudi,The Local Train,Khudi - Single,Indi,Playlist,INO131602592
Bawra,NAALAYAK,Naalayak EP,Indi,Playlist,INO131603335
Qissa,Abhijay Sharma,Qissa,Indi,Playlist,INUM72301089
Rishta,Omar Mukhtar,Rishta,Indi,Playlist,QZFZ41993099
Urta Tara,Omar Mukhtar,Urta Tara,Indi,Playlist,QZES71944089
Dil Na Laga,Omar Mukhtar,Dil Na Laga,Indi,Playlist,QZES62172157
Kachha Ghada,Rahgir,Kachha Ghada,Indi,Playlist,uscgh2269245
Sajna,Ishpreet Singh,Saaye,Indi,Playlist,FRX202172739
Mic Drop,Omar Mukhtar,Mic Drop,Indi,Playlist,QZTAT2256817
Heeriye (feat. Arijit Singh),Jasleen Royal,Heeriye (feat. Arijit Singh),Indi,Playlist,INW262317690
Mahiye Jinna Sohna,Darshan Raval,Dard,Indi,Playlist,INW262317735
Kautilya (The Echo Project),Rishab Rikhiram Sharma,Kautilya (The Echo Project),Indi,Playlist,TCAHI2340971
Qareeb,Adarsh Rao,Qareeb,Indi,Playlist,DGA062353589
Mann,The Yellow Diary,Mann,Indi,Playlist,INS172307965
Mai Ni Meriye,Lost Stories,Mai Ni Meriye,Indi,Playlist,QM6N22021730
Leja,Lost Stories,Marigold Soundsystem (Deluxe),Indi,Playlist,TCAGU2377643
Bombay Dreams (feat. Kavita Seth),KSHMR,Bombay Dreams (feat. Kavita Seth),Indi,Playlist,NLZ541901431
Taaj,Lost Stories,Marigold Soundsystem (Deluxe),Indi,Playlist,TCAGU2377652
Falak,Ravator,Falak,Indi,Playlist,FRX282143495
Farq hai,Suzonn,Farq hai,Indi,Playlist,FR26V2046480
Tu hai kahan,AUR,Tu hai kahan,Indi,Playlist,QZMEM2351612
Tasweer,Taimour Baig,Azal,Indi,Playlist,QZK6M2278757
Long time no see,Taimour Baig,Long time no see,Indi,Playlist,QZNWU2351662
Farda,Bayaan,Farda,Indi,Playlist,HKE952300010
Teri Tasveer,Bayaan,Suno,Indi,Playlist,QZFZ22072382
Zara Zara - MTV Unwind,Arjun Kanungo,Zara Zara - MTV Unwind,Indi,Playlist,INH102208122
Udh Chaliye,Danny Zee,Udh Chaliye,Indi,Playlist,QM4TX2093128
Pardes Katenda,Adnan Dhool,Pardes Katenda,Indi,Playlist,QZWDW2384651
Sometimes,AUR,Sometimes,Indi,Playlist,QZTB82286136
Sambhalo Mujhe,Rohan Kamath,Sambhalo Mujhe,Indi,Playlist,INT132300524
Aadhe Waade,Shreya Jain,Aadhe Waade,Indi,Playlist,INT132300559
Gumshuda,Akshath,Gumshuda,Indi,Playlist,INS172307672
Zaroori Nahi,Dream Note,Dhun,Indi,Playlist,FR59R2276525
No way to nowhere,AUR,No way to nowhere,Indi,Playlist,QZTB32320996
Aa Mil,Zaeden,Aa Mil,Indi,Playlist,INUM72302877
Sitaara,Ravator,Sitaara,Indi,Playlist,FR96X2166162
Kya Karenge,Osho Jain,Kya Karenge,Indi,Playlist,INUM72302901
Main Sochi Jaavan,Burrah,Mtv Hustle 03 Represent Episode 3,Indi,Playlist,INS182303086
Tu Aazma,Garvit - Priyansh,Tu Aazma,Indi,Playlist,DGA082381925
Antariksh,Anuv Jain,Antariksh,Indi,Playlist,INUM72300301
Tasweer,Jokhay,Therapy,Indi,Playlist,AUBEC2349050
Kyun,Talha Anjum,Kyun,Indi,Playlist,QZTB62201144
Introduction,Faris Shafi,Introduction,Indi,Playlist,QZES72165192
Duur Se,Hassan & Roshaan,Day 5,Indi,Playlist,QZRP42287467
Akhiyaan,Danny Zee,Akhiyaan,Indi,Playlist,QM6MZ2024250
Mela,Rusha & Blizza,Bazaar,Indi,Playlist,AUBEC2208056
Taaj - Acoustic,Lost Stories,Marigold Soundsystem (Deluxe),Indi,Playlist,TCAGZ2305040
Rajasthan Calling,Kanishk Seth,Rajasthan Calling,Indi,Playlist,ES71G2240667
Mirza,Lost Stories,Mirza,Indi,Playlist,TCAGJ2244344
Afzai,The Yellow Diary,Marz,Indi,Playlist,INS171801375
Udja,OAFF,Udja,Indi,Playlist,INUM72300031
Maria | Coke Studio Bharat,Arijit Datta,Maria | Coke Studio Bharat,Indi,Playlist,INUM72302902
Bandish Blues (Live),The Darshan Doshi Trio,Live on Tour 2021,Indi,Playlist,TCAFY2168656
Raanjhan Aaya,Masaba,Raanjhan Aaya,Indi,Playlist,INS172310326
Husn,Anuv Jain,Husn,Indi,Playlist,INUM72303081
Din Dhalay,Bayaan,Din Dhalay,Indi,Playlist,HKE952300021
Khayaal,Abhijeet Srivastava,Khayaal,Indi,Playlist,FRX202029520
Aahatein,Samyak Prasana,Aahatein,Indi,Playlist,QZNWU2244583
Kya Karein,Aditya Rikhari,Kya Karein,Indi,Playlist,GBSMU8765468
Aasmaan Jaley,Abhay Jodhpurkar,Aasmaan Jaley,Indi,Playlist,DGA0P2336525
Mere Ranjhana,Garvit - Priyansh,Mere Ranjhana,Indi,Playlist,INS182303434
Aaina,Hansika Pareek,Aaina,Indi,Playlist,ING642300090
Khaare Raste,Raghav Kaushik,Khaare Raste,Indi,Playlist,USCGJ2187692
Shikayat,AUR,Shikayat,Indi,Playlist,AEA182300057
Teri Yaadon Mein Rahu,Drub,Teri Yaadon Mein Rahu,Indi,Playlist,QZWDW2207073
Chal Diye,Aditya Shiva,Chal Diye,Indi,Playlist,QZWFE2370988
Latthay Di Chaadar,Hari & Sukhmani,Latthay Di Chaadar - Single,Indi,Playlist,INO131604966
Yaad,Asim Azhar,Yaad,Indi,Playlist,FR59R2119431
Yaad Mein,JANI,Lostalgia,Indi,Playlist,QZTAY2392434
Cold Hours,aleemrk,Cold Hours,Indi,Playlist,AUBEC2204364
Railgaadi,Achint,Achint & The Khan Brothers,Indi,Playlist,GBLLT1817150
Parinda,Panther,Flying Towards The City,Indi,Playlist,QZ5FN2419863
Happy Hour,Talha Anjum,Open Letter,Indi,Playlist,QZDA52387175
Iraday,danish roomi,Iraday,Indi,Playlist,QZK6H2175895
Chor,Justh,Chor,Indi,Playlist,TCAHR2328949
Lambiya Judaiyan,Bilal Saeed,Lambiya Judaiyan,Indi,Playlist,FRX452285898
Shaayar,Bharat Chauhan,Shaayar,Indi,Playlist,QM4TW2442121
Yahan Pe,Khayek,Yahan Pe,Indi,Playlist,QZES72107545
Pills On My Mind,SarpDansh,Pills On My Mind,Indi,Playlist,CHF032206643
Aria,SarpDansh,Therapy To The Dead,Indi,Playlist,CHF032407795
sirhaane.,SarpDansh,sirhaane.,Indi,Playlist,CHF032100377
Sada,Nabeel Akbar,Sada,Indi,Playlist,QZFYZ2452741
Aana Nahi,Umair,Aana Nahi,Indi,Playlist,QZK6J2174919
Behkana,Ali Tariq,Parey Hut Love,Indi,Playlist,FRX872004744
Aana Nahi,Aditya Rikhari,Aana Nahi,Indi,Playlist,GBSMU9424638
Goodbye,lekhak,Goodbye,Indi,Playlist,CHF032404702
Jogan,Lost Stories,Jogan / Preet (Deluxe),Indi,Playlist,INUM72303079
Ruh,Lost Stories,Ruh,Indi,Playlist,TCAGC2297551
Laung Gawacha,Nucleya,Bass Rani,Indi,Playlist,FR2X41604890
Aaja,Nucleya,Bass Rani,Indi,Playlist,FR2X41604893
Chaand,Brave Wrld,Chaand,Indi,Playlist,DGA0H2301137
Chattan,Bridge Music,Chattan,Indi,Playlist,uscgh2116307
Pehle Bhi Main,Vishal Mishra,ANIMAL,Indi,Playlist,INS182303389
Take Five,Dave Brubeck,On Time,Jazz,Playlist,USSM16600282
Take The “A” Train,Duke Ellington,Glenn Miller & Friends,Jazz,Playlist,USA560670507
Round Midnight,Thelonious Monk,Monkee Around Part 2 - [The Dave Cash Collection],Jazz,Playlist,GBQRF1030546
My Favorite Things,John Coltrane,The Very Best of John Coltrane,Jazz,Playlist,USAT20103264
"A Love Supreme, Pt. I – Acknowledgement",John Coltrane,A Love Supreme,Jazz,Playlist,USMC16490243
"All Blues (feat. John Coltrane, Cannonball Adderley & Bill Evans)",Miles Davis,Kind Of Blue (Legacy Edition),Jazz,Playlist,USSM15900116
Birdland,Weather Report,This Is Jazz #10,Jazz,Playlist,USSM17700046
The Girl From Ipanema - Stereo Version,Stan Getz,Gold,Jazz,Playlist,USPR36305146
"Sing, Sing, Sing",Benny Goodman,The Essential Benny Goodman,Jazz,Playlist,USBB10400146
Strange Fruit,Billie Holiday,Billie's Blues,Jazz,Playlist,GBQRF0703293
A Night In Tunisia,Charlie Parker,Diz & Bird - Early Bebop Classics,Jazz,Playlist,CAM460700617
Giant Steps,John Coltrane,The Very Best of John Coltrane,Jazz,Playlist,USAT20002164
Blue Rondo à la Turk,Dave Brubeck,Dave Brubeck's Greatest Hits,Jazz,Playlist,USSM16600291
Goodbye Pork Pie Hat,Charles Mingus,AH UM - 50th Anniversary (Legacy Edition),Jazz,Playlist,USSM15900734
Stolen Moments,Oliver Nelson,First Impulse: The Creed Taylor Collection 50th Anniversary,Jazz,Playlist,USMC16151944
West End Blues,Louis Armstrong & His Hot Five,The Essential Louis Armstrong,Jazz,Playlist,USSM12800057
God Bless The Child,Billie Holiday,The Complete Billie Holiday,Jazz,Playlist,DEB790306128
Cantaloupe Island,Herbie Hancock,Cantaloupe Island,Jazz,Playlist,USBN28700115
My Funny Valentine,Chet Baker,Chet Baker Sings,Jazz,Playlist,USBN28900073
Body And Soul,Coleman Hawkins,Vintage Jazz,Jazz,Playlist,USA560715691
Song For My Father,Horace Silver,Song For My Father,Jazz,Playlist,USBN29801037
Spain - Composite Alternative Take,Chick Corea,Light As A Feather (Deluxe Edition),Jazz,Playlist,USPR37282289
Blue in Green (feat. John Coltrane & Bill Evans),Miles Davis,Kind Of Blue (Legacy Edition),Jazz,Playlist,USSM15900115
Naima,John Coltrane,The Very Best of John Coltrane,Jazz,Playlist,USAT20102797
"Flamenco Sketches (feat. John Coltrane, Cannonball Adderley & Bill Evans)",Miles Davis,Kind Of Blue (Legacy Edition),Jazz,Playlist,USSM15900117
Waltz for Debbie - Live,Bill Evans,60 Classic Recordings to Celebrate International Jazz Day,Jazz,Playlist,USFB20617541
Autumn Leaves,Cannonball Adderley,Ballads And Blues,Jazz,Playlist,USBN28400042
St. Thomas,Sonny Rollins,The Essential Sonny Rollins: The RCA Years,Jazz,Playlist,USBB10500900
"Mercy, Mercy, Mercy - Live",The Cannonball Adderley Quintet,"Mercy, Mercy, Mercy (Live)",Jazz,Playlist,USCA29502140
What A Wonderful World,Louis Armstrong,What A Wonderful World,Jazz,Playlist,USA560619874
Lush Life,John Coltrane,John Coltrane And Johnny Hartman,Jazz,Playlist,USMC16352661
Blue Train - Enhanced CD Version;1997 Digital Remaster,John Coltrane,The Ultimate Blue Train,Jazz,Playlist,USBN29600349
Poinciana,Ahmad Jamal,Poinciana,Jazz,Playlist,USSM15500274
In a Sentimental Mood,Duke Ellington & John Coltrane,Love Jones The Music,Jazz,Playlist,USSM16200101
"Freddie Freeloader (feat. John Coltrane, Cannonball Adderley, Wynton Kelly & Paul Chambers)",Miles Davis,Kind Of Blue (Legacy Edition),Jazz,Playlist,USSM15900114
Summertime,Louis Armstrong,The Best Of Ella Fitzgerald And Louis Armstrong On Verve,Jazz,Playlist,USF095800130
Watermelon Man,Herbie Hancock,The Best Blue Note Album In The World,Jazz,Playlist,USBN28700098
I Can ´t Get Started,Dizzy Gillespie,When Time Goes By,Jazz,Playlist,DELJ81102758
Moanin' - Remastered 1998/Rudy Van Gelder Edition,Art Blakey,Moanin' (Expanded Edition),Jazz,Playlist,USBN29800794
"Straight, No Chaser",Thelonious Monk,Jazz Masters Deluxe Collection,Jazz,Playlist,USA561301000
I ´ll Look Around,Billie Holiday,It Starts With Music,Jazz,Playlist,DELJ81104752
Mack The Knife,Ella Fitzgerald,The Complete Ella In Berlin: Mack The Knife,Jazz,Playlist,USPR36000011
In The Mood,Glenn Miller,Glenn Miller & Friends,Jazz,Playlist,USA560670506
Desafinado - Stereo Version,Stan Getz,Best Of/20th Century,Jazz,Playlist,USMG16490004
Cast Your Fate to the Wind,Vince Guaraldi Trio,The Very Best Of Vince Guaraldi,Jazz,Playlist,USC4R1016825
Rhapsody in Blue,George Gershwin,Gershwin Plays Gershwin: The Piano Rolls,Jazz,Playlist,USNO19328705
Blue Monk - Rudy Van Gelder Remaster,Thelonious Monk,The Very Best Of Thelonious Monk,Jazz,Playlist,USFI85400084
Caravan,Duke Ellington,The Best of Duke Ellington,Jazz,Playlist,USB4T1000975
Caravan - Remastered,Duke Ellington,Money Jungle,Jazz,Playlist,USBN20200158
The Sidewinder - Remastered 1999/Rudy Van Gelder Edition,Lee Morgan,The Sidewinder (The Rudy Van Gelder Edition),Jazz,Playlist,USBN29801031
Django,The Modern Jazz Quartet,"The Modern Jazz Quartet, 09.12.1959 Bonn, Beethovenhalle",Jazz,Playlist,DER411000150
Compared to What,Les McCann,Atlantic Jazz: Soul,Jazz,Playlist,USAT20202157
Red Clay,Freddie Hubbard,Red Clay,Jazz,Playlist,USSM10113450
Ruby My Dear - 1998 - Remaster,Thelonious Monk,100 Best Of Blue Note,Jazz,Playlist,USBN29801362
April in Paris,Count Basie,April in Paris (Bonus Track Version),Jazz,Playlist,USA371478399
"Bitches Brew (feat. Wayne Shorter, Bennie Maupin, John McLaughlin, Chick Corea, Joe Zawinul, Dave Holland & Harvey Brooks)",Miles Davis,Bitches Brew (Legacy Edition),Jazz,Playlist,USSM16900316
Twisted,"Lambert, Hendricks & Ross","Lambert, Hendrick & Ross",Jazz,Playlist,GBLGL1074150
Maiden Voyage - Remastered,Herbie Hancock,Maiden Voyage,Jazz,Playlist,USBN29801061
Mood Indigo,Duke Ellington,"A Legend Performs, Vol. 1",Jazz,Playlist,GB4FJ0902967
St. Louis Blues,Louis Armstrong,Jazz Masters Deluxe Collection,Jazz,Playlist,USA561302008
Manteca,Dizzy Gillespie,Jazz Legends: The Essential Dizzy Gillespie,Jazz,Playlist,USL5W0728310
How High The Moon (Recorded December 1947),Ella Fitzgerald,1996 – 2011 : 15 Ans Déjà... (Album Anniversaire Des 15 Ans Du Décès D'Ella Fitzgerald),Jazz,Playlist,FR0W61134264
At Last,Etta James,At Last The Very Best Of,Jazz,Playlist,GBGVZ1111923
Fever,Peggy Lee,The Best Of Miss Peggy Lee,Jazz,Playlist,USCA29700363
Satin Doll,Duke Ellington,A Sentimental Mood,Jazz,Playlist,USA2P1120999
"Someday My Prince Will Come (feat. John Coltrane, Hank Mobley, Wynton Kelly, Paul Chambers & Jimmy Cobb)",Miles Davis,Someday My Prince Will Come,Jazz,Playlist,USSM16101199
Autumn In New York,Billie Holiday,Autumn In New York,Jazz,Playlist,GBBXS0802572
Epistrophy,Thelonious Monk,Thelonious Monk Greatest Hits,Jazz,Playlist,GBGQH0408978
I Loves You Porgy,Nina Simone,I Loves You Porgy,Jazz,Playlist,GBSUW0717834
It Don't Mean a Thing,Duke Ellington,The Legendary Duke Ellington,Jazz,Playlist,USA370549205
KoKo,Charlie Parker,Rebop: The Savoy Originals,Jazz,Playlist,USSJ10600079
"Milestones (feat. John Coltrane, Cannonball Adderley, Red Garland, Paul Chambers & Philly Joe Jones)",Miles Davis,Milestones,Jazz,Playlist,USSM15800672
Misterioso,Thelonious Monk,Thelonious Monk Greatest Hits,Jazz,Playlist,GBGQH0408977
Nuages - avec le Quintette Hot Club de France,Django Reinhardt,The Best Of Django Reinhardt,Jazz,Playlist,FRZ114011730
Struttin' With Some Barbecue,Louis Armstrong & His Hot Five,Louis Armstrong: Hot Fives & Sevens - Vol. 2,Jazz,Playlist,USA370572178
"The ""In"" Crowd - 1965/Live At Bohemian Caverns, D.C.",Ramsey Lewis Trio,Priceless Jazz 18: Ramsey Lewis,Jazz,Playlist,USMC16546131
Ain't Misbehavin,Fats Waller,1934-1943 - Ain't Misbehavin,Jazz,Playlist,ushm20646338
Bye Bye Blackbird,John Coltrane,Bye Bye Blackbird,Jazz,Playlist,US2Y30607133
"On Green Dolphin Street (feat. John Coltrane, Cannonball Adderley & Bill Evans)",Miles Davis,Kind Of Blue (Legacy Edition),Jazz,Playlist,USSM15800959
Linus And Lucy,Vince Guaraldi Trio,A Charlie Brown Christmas [2012 Remastered & Expanded Edition],Jazz,Playlist,USC4R1201096
Georgia On My Mind,Ray Charles,Ray Charles & Friends,Jazz,Playlist,USA560678135
Georgia On My Mind,Ray Charles,Ray Charles,Jazz,Playlist,ES7930205304
Joy Spring,Clifford Brown,Clifford Brown And Max Roach,Jazz,Playlist,USPR35400109
One O'Clock Jump,Count Basie,Big Band Jazz Favorites,Jazz,Playlist,USA371184635
Potato Head Blues - 78rpm Version,Louis Armstrong & His Hot Seven,The Essential Louis Armstrong,Jazz,Playlist,USSM10405565
Bumpin' On Sunset,Wes Montgomery,Movin’: The Complete Verve Recordings,Jazz,Playlist,USPR36600059
Feeling Good,Nina Simone,Repo Men [Original Motion Picture Soundtrack],Jazz,Playlist,USPR36500094
Misty,Errol Garner Trio,Th'is Jazz -The Best of Jazz,Jazz,Playlist,FR6V80647019
I'm In The Mood For Love,James Moody,Moody's Mood For Love,Jazz,Playlist,USMC15646768
Stardust,Louis Armstrong,Louis Armstrong & Friends,Jazz,Playlist,USA560693349
Yardbird Suite,Charlie Parker,The Complete Savoy & Dial Master Takes,Jazz,Playlist,USSJ10000756
Diminuendo In Blue - Live,Duke Ellington,Ellington At Newport 1956 (Complete),Jazz,Playlist,USSM15600423
Donna Lee,Charlie Parker,"Charlie Parker, The Bird Anthology",Jazz,Playlist,ES5631109393
Water Boy,Don Shirley Trio,Lost Treasures,Jazz,Playlist,USZZM1010672
Ornithology,Charlie Parker,"Charlie Parker, the Beebop Master",Jazz,Playlist,ES5631109397
Begin The Beguine,Artie Shaw,Artie Shaw - Stardust,Jazz,Playlist,DEB790304356
Ceora,Lee Morgan,Cornbread,Jazz,Playlist,USBN28800214
Sophisticated Lady,Duke Ellington,Nightfall - Sophisticated Jazz Classics,Jazz,Playlist,GBKYB0600866
Sugar,Stanley Turrentine,Sugar (CTI Records 40th Anniversary Edition - Original recording remastered),Jazz,Playlist,USSM10112860
Footprints,Wayne Shorter,The Best Of Wayne Shorter,Jazz,Playlist,USBN28500087
Four On Six,Wes Montgomery,The Very Best Of Wes Montgomery,Jazz,Playlist,USC4R0720086
Teenage Dream,Katy Perry,Teenage Dream: The Complete Confection,Pop,Playlist,USCA21001255
Last Friday Night (T.G.I.F.),Katy Perry,Teenage Dream: The Complete Confection,Pop,Playlist,USCA21001264
California Gurls,Katy Perry,Teenage Dream: The Complete Confection,Pop,Playlist,USCA21001135
Firework,Katy Perry,Teenage Dream: The Complete Confection,Pop,Playlist,USCA21001262
Criminal,Britney Spears,Femme Fatale (Deluxe Version),Pop,Playlist,USJI11100103
Circus,Britney Spears,Circus,Pop,Playlist,USJI10801081
Love On Top,Beyoncé,4,Pop,Playlist,USSM11102908
Schoolin' Life,Beyoncé,4,Pop,Playlist,USSM11102793
Sorry,Madonna,Celebration,Pop,Playlist,USWB10903608
Give It 2 Me,Madonna,Hard Candy,Pop,Playlist,USWB10800779
Get Together,Madonna,Confessions on a Dance Floor,Pop,Playlist,USWB10504973
Air Balloon,Lily Allen,Sheezus,Pop,Playlist,GBAYE1400001
Hard out Here,Lily Allen,Sheezus,Pop,Playlist,GBAYE1301730
The Fear,Lily Allen,"It's Not Me, It's You (Special Edition)",Pop,Playlist,GBAYE0802259
Smile,Lily Allen,"Alright, Still (Deluxe)",Pop,Playlist,GBAYE0600734
Fuck Me Pumps,Amy Winehouse,Frank,Pop,Playlist,GBAAN0300464
"Valerie - Live, BBC Radio 1 Live Lounge, London/2007",Amy Winehouse,Back To Black,Pop,Playlist,GBUM70702678
I Hate This Part,The Pussycat Dolls,Doll Domination - The Mini Collection,Pop,Playlist,USUM70832599
Hush Hush; Hush Hush,The Pussycat Dolls,Doll Domination - The Mini Collection,Pop,Playlist,USUM70959226
Wait A Minute,The Pussycat Dolls,PCD Tour Edition (International Tour Edition),Pop,Playlist,USUM70501941
Party In The U.S.A.,Miley Cyrus,The Time Of Our Lives (International Version),Pop,Playlist,USHR10924519
Love You Like A Love Song,Selena Gomez & The Scene,When the Sun Goes Down (Deluxe Edition),Pop,Playlist,USHR11132668
Who Says,Selena Gomez & The Scene,When the Sun Goes Down (Deluxe Edition),Pop,Playlist,USHR11132695
Hit The Lights,Selena Gomez & The Scene,When the Sun Goes Down (Deluxe Edition),Pop,Playlist,USHR11132670
Round & Round,Selena Gomez & The Scene,A Year Without Rain (International Standard Version),Pop,Playlist,USHR11031231
A Year Without Rain,Selena Gomez & The Scene,A Year Without Rain (International Standard Version),Pop,Playlist,USHR11031313
Naturally,Selena Gomez & The Scene,A Year Without Rain (International Standard Version),Pop,Playlist,USHR10924574
Heart Attack,Demi Lovato,Demi,Pop,Playlist,USHR11334249
Made In The USA,Demi Lovato,Demi,Pop,Playlist,USHR11334425
Neon Lights,Demi Lovato,Demi,Pop,Playlist,USHR11334427
Really Don't Care,Demi Lovato,Demi,Pop,Playlist,USHR11334431
Who's That Boy,Demi Lovato,Unbroken,Pop,Playlist,USHR11132984
Crank It Up,Ashley Tisdale,Crank It Up (Int'l DMD Maxi),Pop,Playlist,USWB10901626
We Are Never Ever Getting Back Together,Taylor Swift,We Are Never Ever Getting Back Together,Pop,Playlist,USCJY1231018
I Knew You Were Trouble,Taylor Swift,I Knew You Were Trouble.,Pop,Playlist,USCJY1231039
22,Taylor Swift,22,Pop,Playlist,USCJY1231040
Ready or Not,Bridgit Mendler,Hello My Name Is...,Pop,Playlist,USHR11233750
Hurricane,Bridgit Mendler,Hello My Name Is...,Pop,Playlist,USHR11233903
Princess of China,Coldplay,Mylo Xyloto,Pop,Playlist,GBAYE1101184
"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,The Fame,Pop,Playlist,USUM70824406
C'Mon,Kesha,Warrior (Deluxe Version),Pop,Playlist,USRC11201135
Your Love Is My Drug,Kesha,Animal,Pop,Playlist,USRC10900735
TiK ToK,Kesha,Animal,Pop,Playlist,USRC10900433
Hips Don't Lie (feat. Wyclef Jean),Shakira,"Oral Fixation, Vol. 2 (Expanded Edition)",Pop,Playlist,USSM10600677
